幑	(㫎|幑|𣄈)
幕	(幙|幕)
幗	(帼|幗)
幘	(帻|幘)
幙	(幕|幙)
幚	(幫|帮|幇|幚)
幞	(襮|幞)
幟	(帜|旘|幟)
幡	(旛|幡)
幢	(橦|幢)
幣	(币|幤|幣)
幤	(幣|币|幤)
幫	(帮|幇|幚|幫)
幬	(帱|幬)
幱	(襴|幱|襕)
干	(乾|幹|亁|干|榦)
年	(年|秊|年|秊)
幵	(开|幵|開)
并	(並|併|幷|竝|并|倂|𠊧)
幷	(並|并|竝|幷|併|倂|𠊧)
幸	(倖|囟|幸|䪿|顖)
幹	(干|乾|幹|亁|榦)
幺	(么|幺|麼|麽|庅)
幽	(凼|幽)
幾	(几|幾)
广	(廣|广|広)
庁	(廳|厅|厛|庁|廰)
広	(廣|广|広)
庄	(莊|庄|荘)
庅	(麼|麽|么|庅|幺)
庆	(慶|庆)
床	(牀|床)
庐	(廬|庐|廬)
庑	(廡|庑)
库	(庫|库)
应	(應|应|応|硬|峺)
店	(坫|店)
庙	(廟|庙|庿)
庞	(龐|厐|厖|庞|龎|庬)
废	(廢|废|廃)
度	(度|廓|度|廓)
座	(坐|座)
庫	(库|庫)
庬	(厖|庬|龐|厐|庞|龎)
庵	(菴|庵)
庶	(庻|庶)
庸	(㐯|𠆌|庸)
庻	(庶|庻)
庼	(廎|庼)
庽	(寓|庽)
庾	(斞|㔱|庾)
庿	(廟|庙|庿)
廀	(廋|廀)
廁	(厕|厠|廁)
廂	(厢|廂)
廃	(廢|废|廃)
廄	(厩|廏|廐|廄)
廈	(厦|廈)
廉	(亷|廉|廉)
廊	(廊|廊)
廋	(廀|廋)
廌	(豸|廌)
廎	(庼|廎)
廏	(廄|厩|廏|廐)
廐	(厩|廄|廐|廏)
廑	(厪|廑)
廓	(廓|度|廓|度)
廕	(蔭|廕|荫)
廚	(厨|㕑|廚|𢊍)
廝	(㒋|厮|廝)
廟	(庙|庿|廟)
廠	(厂|厰|廠)
廡	(庑|廡)
廢	(废|廃|廢)
廣	(广|広|廣)
廧	(墻|牆|廧|墙)
廩	(廪|稟|廩|禀)
廪	(廩|稟|廪|禀)
廬	(庐|廬|廬)
廰	(廳|厅|厛|庁|廰)
廱	(雝|廱|簌|𪪝|邕|雍)
廳	(厅|厛|庁|廰|廳)
廵	(巡|廵)
廸	(迪|廸)
廹	(迫|廹)
廻	(回|迴|囘|囬|廻|廽|逥)
廼	(乃|迺|廼)
廽	(回|囘|囬|廻|廽|迴|逥)
廾	(廿|卄|廾)
廿	(卄|廾|廿)
开	(幵|開|开)
弁	(辨|弁|辧|辯|辩)
异	(異|异|異)
弃	(棄|弃)
弄	(瘧|弄|弄|疟)
弈	(奕|弈)
弉	(奘|弉)
弊	(𡚁|弊)
弋	(𢍺|弋)
弌	(一|壹|搋|弌|扠)
弍	(二|貳|弍|貮|贰)
弑	(弒|弑)
弒	(弑|弒)
弔	(吊|弔)
张	(張|张)
弢	(韜|弢|韬)
弥	(彌|弥|瀰|㳽)
弦	(絃|弦)
弪	(弳|弪)
弯	(彎|弯)
弳	(弪|弳)
張	(张|張)
強	(强|彊|強)
弹	(彈|弹|弾)
强	(強|彊|强)
弾	(彈|弹|弾)
彀	(够|夠|彀)
彂	(發|发|彂|発|髮|髪)
彈	(弹|弾|彈)
彊	(強|强|彊)
彌	(弥|瀰|彌|㳽)
彎	(弯|彎)
彐	(彑|彐)
彑	(彐|彑)
归	(歸|帰|归|皈)
当	(噹|當|当)
录	(錄|录|録|錄)
彗	(篲|彗)
彙	(彚|汇|彙|匯|滙)
彚	(彙|彚|汇|匯|滙)
彛	(彝|彛|彜|彞)
彜	(彝|彛|彜|彞)
彝	(彛|彜|彞|彝)
彞	(彝|彛|彜|彞)
彟	(彠|彟)
彠	(彟|彠)
彥	(彦|彥)
彦	(彥|彦)
彨	(彲|彨)
彫	(㓮|雕|鵰|彫|凋|琱)
彬	(份|斌|分|彬)
彲	(彨|彲)
彷	(仿|徬|髣|倣|彷)
彸	(伀|彸)
彻	(徹|彻|澈)
彿	(髴|彿)
往	(徃|迬|往)
征	(征|徵|徴)
徃	(往|徃|迬)
径	(徑|俓|勁|径|迳|逕|劲)
律	(律|律)
後	(后|後)
徑	(俓|勁|径|迳|逕|徑|劲)
徒	(𨑒|徒)
従	(從|从|従)
徕	(徠|來|倈|勑|徕|来|耒|來|俫|勅|敕)
從	(从|従|從)
徠	(來|倈|勑|徕|徠|来|耒|來|俫|勅|敕)
御	(禦|馭|御|雨|驭)
徤	(健|徤)
徧	(遍|徧)
徨	(遑|徨)
復	(复|複|覆|復|復)
徬	(彷|仿|徬|髣|倣)
徭	(傜|徭)
徳	(德|徳|悳|惪)
徴	(徵|征|徴)
徵	(征|徴|徵)
德	(徳|悳|惪|德)
徹	(彻|澈|徹)
徺	(僥|侥|儌|徺)
心	(㣺|忄|心)
忄	(心|㣺|忄)
忆	(憶|忆)
忈	(仁|忈)
忍	(㣼|忍)
忏	(懺|忏|懴)
志	(志|誌)
応	(應|应|応|硬|峺)
忞	(暋|忞|敃)
忤	(啎|迕|忤)
忧	(憂|忧|懮)
忭	(昪|忭)
忰	(悴|忰)
念	(念|念)
忻	(欣|忻)
忼	(慷|忼)
忾	(愾|忾)
怀	(懷|怀|怌|懐)
态	(態|态)
怂	(慫|怂)
怃	(憮|怃)
怄	(慪|嘔|怄|呕)
怅	(悵|怅)
怆	(愴|怆)
怌	(懷|怀|怌|懐)
怒	(怒|怒)
怜	(憐|怜|怜|憐)
怪	(恠|怪)
怱	(匆|悤|怱)
怳	(恍|怳)
总	(總|总|捴|搃|摠|総|縂|𢰾)
怼	(懟|怼|憝|譈)
怿	(懌|怿)
恂	(悛|恂)
恆	(恒|恆)
恊	(勰|協|恊|脅|协|旪|胁|脇)
恋	(戀|恋|戀)
恍	(怳|恍)
恐	(𢙢|恐)
恒	(恆|恒)
恠	(怪|恠)
恡	(吝|悋|恡|吝)
恤	(卹|賉|恤)
恥	(耻|恥)
恩	(摁|恩)
恳	(懇|恳)
恵	(惠|恵)
恶	(噁|惡|恶|悪|惡)
恸	(慟|恸|憅)
恹	(懨|恹)
恺	(愷|恺)
恻	(惻|恻)
恼	(惱|嬲|恼)
恽	(惲|恽)
恿	(慂|恿)
悁	(懁|悁)
悅	(悦|悅)
悊	(哲|喆|悊)
悋	(吝|恡|悋|吝)
悐	(惕|悐)
悚	(𢥠|悚)
悛	(恂|悛)
悞	(悮|誤|悞|误)
悠	(滺|悠)
悤	(匆|怱|悤)
悦	(悅|悦)
您	(你|妳|祢|袮|伱|伲|您|奶|嬭|禰)
悪	(惡|恶|悪|惡|噁)
悫	(愨|慤|悫)
悬	(懸|悬)
悭	(慳|悭)
悮	(悞|悮|誤|误)
悯	(憫|悯|愍)
悳	(德|徳|悳|惪)
悴	(忰|悴)
悵	(怅|悵)
悶	(㥃|懣|闷|悶|懑)
悽	(淒|凄|悽)
惇	(敦|惇)
惊	(驚|惊)
惕	(悐|惕)
惛	(惽|惛)
惝	(𢠵|惝)
惠	(恵|惠)
惡	(恶|悪|惡|噁|惡)
惧	(懼|惧)
惨	(慘|惨)
惩	(懲|惩)
惪	(德|徳|悳|惪)
惫	(憊|惫)
惬	(愜|惬)
惭	(慚|惭|慙)
惮	(憚|惮)
惯	(慣|惯)
惱	(嬲|恼|惱)
惲	(恽|惲)
惷	(蠢|惷)
惺	(醒|𢜫|惺)
惻	(恻|惻)
惽	(惛|惽)
愈	(愉|瘉|癒|愈)
愉	(愈|愉|瘉|癒)
愍	(憫|悯|愍)
愛	(爱|愛)
愜	(惬|愜)
愠	(慍|愠)
愤	(憤|愤)
愦	(憒|愦)
愧	(媿|愧)
愨	(悫|慤|愨)
愬	(訴|愬|诉)
愴	(怆|愴)
愷	(恺|愷)
愻	(遜|愻|逊)
愼	(慎|昚|眘|愼)
愽	(博|愽)
愾	(忾|愾)
愿	(愿|願|𫖸)
慁	(㥵|慁)
慂	(恿|慂)
慄	(栗|慄|慄|栗)
慈	(㤵|慈)
態	(态|態)
慍	(愠|慍)
慎	(愼|慎|昚|眘)
慑	(懾|慑)
慘	(惨|慘)
慙	(慚|惭|慙)
慚	(惭|慙|慚)
慞	(傽|慞)
慟	(恸|憅|慟)
慣	(惯|慣)
慤	(悫|愨|慤)
慪	(嘔|怄|呕|慪)
慫	(怂|慫)
慭	(憖|慭)
慮	(虑|慮)
慳	(悭|慳)
慶	(庆|慶)
慷	(忼|慷)
慼	(慽|慼)
慽	(慼|慽)
慾	(欲|慾)
憂	(忧|懮|憂)
憅	(慟|恸|憅)
憇	(憩|憇)
憊	(惫|憊)
憋	(𢠳|憋)
憐	(怜|憐|憐|怜)
憑	(凭|凴|𠗦|憑)
憒	(愦|憒)
憔	(顦|憔)
憖	(慭|憖)
憙	(喜|憙)
憚	(惮|憚)
憝	(懟|譈|怼|憝)
憤	(愤|憤)
憩	(憇|憩)
憫	(悯|愍|憫)
憮	(怃|憮)
憯	(㦧|憯)
憰	(譎|憰|谲)
憲	(宪|憲)
憶	(忆|憶)
懀	(𢙓|懀)
懁	(悁|懁)
懃	(勤|懃)
懇	(恳|懇)
應	(应|応|硬|應|峺)
懌	(怿|懌)
懍	(懔|凛|懍|凜|凜)
懐	(懷|怀|怌|懐)
懑	(懣|㥃|悶|懑|闷)
懒	(懶|嬾|懒|懶)
懔	(凛|懍|凜|懔|凜)
懜	(懵|懜)
懞	(蒙|懞|朦|矇|苎|苧|薴)
懟	(怼|憝|譈|懟)
懣	(㥃|悶|懑|懣|闷)
懥	(懫|懥)
懨	(恹|懨)
懫	(懥|懫)
懮	(憂|忧|懮)
懲	(惩|懲)
懴	(懺|忏|懴)
懵	(懜|懵)
懶	(嬾|懒|懶|懶)
懷	(怀|怌|懐|懷)
懸	(悬|懸)
懺	(忏|懴|懺)
懼	(惧|懼)
懽	(欢|歡|懽|歓|讙|驩)
懾	(慑|懾)
戀	(恋|戀|戀)
戆	(戇|戆)
戇	(戆|戇)
戉	(鉞|戉|钺)
戋	(戔|戋)
戏	(戲|戏|戯|戱)
戔	(戋|戔)
戗	(戧|創|戗|刅|创|刱|剙|剏)
战	(戰|战|戦)
戛	(戞|戛)
戝	(賊|戝|贼)
戞	(戛|戞)
戦	(戰|战|戦)
戧	(創|戗|刅|创|刱|剙|戧|剏)
戩	(戬|戩)
戬	(戩|戬)
戮	(戮|戮)
戯	(戱|戲|戯|戏)
戰	(战|戦|戰)
戱	(戯|戲|戱|戏)
戲	(戏|戯|戱|戲)
戶	(户|戸|戶)
户	(戶|户|戸)
戸	(戶|户|戸)
戹	(厄|戹|阨|呃|阸)
戻	(戾|戻)
戼	(卯|夘|戼)
戾	(戻|戾)
扁	(碥|艑|扁)
扅	(扊|扅)
扇	(煽|扇|搧)
扊	(扅|扊)
手	(扌|手)
扌	(手|扌)
才	(纔|財|才|㒲|财)
扎	(紮|扎|紥)
扐	(朸|扐)
扑	(撲|扑|攴|攵|夊)
払	(拂|払)
托	(拓|托|摭|拓)
扛	(摃|扛)
扞	(捍|擀|扞)
扠	(搋|壹|弌|扠|一)
执	(執|执)
扩	(擴|扩|拡)
扪	(捫|扪)
扫	(掃|埽|扫)
扬	(揚|扬)
扯	(撦|扯)
扰	(擾|扰)
扱	(插|扱|揷)
扳	(攀|㐴|扳)
扵	(于|亏|於|扵|虧)
扺	(抵|扺)
扼	(㧖|搤|扼)
抃	(拚|帆|抃|㠶)
抉	(刔|抉)
抌	(舀|外|抌)
抍	(基|拯|抍)
抔	(抱|抔)
折	(拃|翼|折)
抚	(撫|抚|拊|捬)
抛	(拋|抛)
抜	(拔|抜)
抝	(拗|抝)
択	(擇|択|择)
抟	(摶|抟)
抠	(摳|抠)
抡	(掄|抡)
抢	(搶|抢)
护	(護|护)
报	(報|报)
披	(㓟|披)
抬	(擡|抬)
抱	(抔|抱)
抵	(扺|抵)
抻	(伸|抻)
抽	(𢭆|抽)
抿	(㨉|抿)
拂	(払|拂)
拃	(折|拃|翼)
担	(擔|担)
拆	(責|拆|责)
拇	(𧿹|拇)
拈	(敁|拈|掂)
拉	(柆|拉|拉)
拊	(撫|抚|拊|捬)
拋	(抛|拋)
拏	(拿|挐|拏|拏)
拐	(枴|拐)
拓	(托|摭|拓|拓)
拔	(抜|拔)
拕	(拖|拕)
拖	(拕|拖)
拗	(抝|拗)
拚	(帆|抃|㠶|拚)
拜	(拝|拜)
拝	(拜|拝)
拟	(擬|儗|拟)
拠	(據|拠|据)
拡	(擴|扩|拡)
拢	(攏|拢)
拣	(揀|拣)
拥	(擁|拥)
拦	(攔|拦)
拧	(擰|拧)
拨	(撥|拨)
择	(擇|択|择)
拭	(𢂑|拭)
拯	(基|抍|拯)
拴	(揎|拴)
拼	(摒|秉|屏|屛|拼)
拽	(曳|拽|曵)
拾	(十|拾|拾)
拿	(拏|挐|拏|拿)
挂	(掛|挂)
挅	(挆|挅)
挆	(挅|挆)
按	(搵|按|揾)
挐	(拏|拿|挐|拏)
挙	(舉|㪯|举|挙|擧)
挚	(摯|挚)
挛	(攣|挛)
挜	(掗|挜)
挝	(撾|挝)
挞	(撻|挞)
挟	(挾|挟)
挠	(撓|挠)
挡	(擋|挡|攩|𫽮)
挢	(撟|嬌|挢|娇)
挣	(掙|挣)
挤	(擠|挤)
挥	(揮|挥)
挦	(撏|挦)
挩	(捝|挩)
挫	(繲|挫)
挭	(骾|鯁|挭|鲠)
挱	(挲|挱)
挲	(挱|挲)
挷	(搒|挷)
挼	(捼|挼)
挽	(掇|輓|挽)
挾	(挟|挾)
捆	(綑|捆)
捉	(杓|捉)
捌	(八|捌)
捍	(扞|捍|擀)
捏	(揑|捏)
捓	(揶|捓)
捜	(搜|捜|𢯱|𢲷)
捝	(挩|捝)
捞	(撈|捞)
损	(損|损)
捡	(撿|捡)
换	(換|换)
捣	(搗|捣|擣|𢭏)
捦	(擒|捦)
捨	(舍|捨|舎)
捫	(扪|捫)
捬	(撫|抚|拊|捬)
据	(據|拠|据)
捲	(卷|巻|捲)
捴	(總|总|捴|搃|摠|総|縂|𢰾)
捵	(䥀|捵)
捶	(搥|箠|捶)
捷	(㨗|捷)
捻	(捻|捻)
捼	(挼|捼)
掂	(敁|拈|掂)
掃	(埽|扫|掃)
掄	(抡|掄)
掆	(㧏|掆)
掇	(挽|掇|輓)
掉	(棹|櫂|卓|掉|桌)
掏	(搯|掏)
掐	(𠜼|掐)
掗	(挜|掗)
掘	(撅|掘)
掙	(挣|掙)
掛	(挂|掛)
掠	(掠|掠)
採	(采|埰|採|釆)
掩	(揜|揞|掩)
掬	(匊|掬)
掲	(揭|掲|結|结)
掳	(擄|掳|虜|擄|虏|虜)
掴	(摑|掴)
掷	(擲|掷|擿)
掸	(撣|掸|撢)
掺	(摻|掺)
掻	(搔|掻)
掼	(摜|掼)
掽	(碰|掽)
揀	(拣|揀)
揅	(研|揅|硎)
揎	(拴|揎)
揑	(捏|揑)
插	(扱|揷|插)
揚	(扬|揚)
換	(换|換)
揜	(掩|揜|揞)
揝	(撍|攢|揝|攅|攒)
揞	(掩|揜|揞)
揦	(攋|揦)
揪	(揫|揪)
揫	(揪|揫)
揭	(掲|結|揭|结)
揮	(挥|揮)
揯	(搄|揯)
揶	(捓|揶)
揷	(插|扱|揷)
揸	(摣|楂|揸|查|槎|査)
揺	(搖|揺|摇)
揽	(攬|㩜|揽|擥|㨫)
揾	(搵|按|揾)
揿	(撳|揿|搇)
搀	(攙|搀)
搁	(擱|搁)
搂	(摟|搂)
搃	(摠|總|搃|𢰾|总|捴|総|縂)
搄	(揯|搄)
搅	(攪|搅|搞|撹)
搆	(構|搆|构)
搇	(撳|揿|搇)
搉	(㩁|搉)
搋	(壹|弌|扠|一|搋)
損	(损|損)
搒	(挷|搒)
搔	(掻|搔)
搖	(揺|摇|搖)
搗	(捣|擣|搗|𢭏)
搜	(捜|𢯱|𢲷|搜)
搞	(攪|搅|搞|撹)
搤	(㧖|扼|搤)
搥	(捶|搥|箠)
搧	(煽|扇|搧)
搨	(搭|搨|撘)
搪	(傏|搪)
搫	(搬|搫)
搬	(搫|搬)
搭	(搨|撘|搭)
搯	(掏|搯)
搵	(按|揾|搵)
搶	(抢|搶)
携	(攜|携)
摁	(恩|摁)
摂	(攝|摂|摄)
摃	(扛|摃)
摄	(攝|摂|摄)
摅	(攄|摅)
摆	(擺|摆)
摇	(搖|揺|摇)
摈	(擯|摈)
摊	(攤|摊)
摋	(𢫬|摋)
摑	(掴|摑)
摒	(屏|屛|拼|摒|秉)
摔	(甩|摔)
摜	(掼|摜)
摟	(搂|摟)
摠	(搃|總|𢰾|摠|总|捴|総|縂)
摡	(溉|摡|漑)
摣	(揸|摣|楂|查|槎|査)
摭	(拓|托|摭|拓)
摮	(𢳆|摮)
摯	(挚|摯)
摳	(抠|摳)
摴	(舒|摴)
摶	(抟|摶)
摻	(掺|摻)
撂	(㨼|撂)
撃	(擊|击|撃)
撄	(攖|撄)
撅	(掘|撅)
撆	(撇|撆)
撇	(撆|撇)
撈	(捞|撈)
撍	(揝|攢|撍|攅|攒)
撏	(挦|撏)
撐	(撑|撐)
撑	(撐|撑)
撓	(挠|撓)
撘	(搭|搨|撘)
撚	(撚|撚)
撝	(㧑|撝)
撟	(嬌|挢|娇|撟)
撢	(撣|掸|撢)
撣	(掸|撢|撣)
撥	(拨|撥)
撦	(扯|撦)
撫	(抚|拊|捬|撫)
撲	(扑|攴|撲|攵|夊)
撳	(揿|搇|撳)
撵	(攆|撵)
撷	(擷|撷)
撸	(擼|撸)
撹	(攪|搅|搞|撹)
撺	(攛|撺)
撻	(挞|撻)
撾	(挝|撾)
撿	(捡|撿)
擀	(扞|捍|擀)
擁	(拥|擁)
擃	(攮|擃)
擄	(掳|虜|擄|擄|虏|虜)
擇	(択|择|擇)
擊	(击|撃|擊)
擋	(挡|攩|𫽮|擋)
擒	(捦|擒)
擓	(㧟|擓)
擔	(担|擔)
擗	(劈|擗)
據	(拠|据|據)
擞	(擻|擞)
擠	(挤|擠)
擡	(抬|擡)
擣	(搗|𢭏|捣|擣)
擥	(㩜|攬|㨫|擥|揽)
擧	(舉|㪯|举|挙|擧)
擬	(儗|拟|擬)
擯	(摈|擯)
擰	(拧|擰)
擱	(搁|擱)
擲	(掷|擿|擲)
擴	(扩|拡|擴)
擷	(撷|擷)
擸	(㧜|擸)
擺	(摆|擺)
擻	(擞|擻)
擼	(撸|擼)
擽	(㧰|擽)
擾	(扰|擾)
擿	(擲|掷|擿)
攀	(㐴|扳|攀)
攄	(摅|攄)
攅	(攢|揝|撍|攅|攒)
攆	(撵|攆)
攋	(揦|攋)
攏	(拢|攏)
攒	(攢|揝|撍|攅|攒)
攔	(拦|攔)
攖	(撄|攖)
攙	(搀|攙)
攛	(撺|攛)
攜	(携|攜)
攝	(摂|摄|攝)
攢	(揝|撍|攅|攒|攢)
攣	(挛|攣)
攤	(摊|攤)
攩	(擋|𫽮|挡|攩)
攪	(搅|搞|撹|攪)
攬	(㩜|揽|擥|㨫|攬)
攮	(擃|攮)
攴	(撲|攵|扑|攴|夊)
攵	(夊|攴|攵|撲|扑)
收	(㧃|収|收)
攷	(考|攷)
敁	(拈|掂|敁)
敃	(暋|忞|敃)
效	(俲|効|效)
敉	(侎|敉)
敌	(敵|敌)
敍	(叙|敘|敍)
敎	(教|敎)
敏	(勄|敏)
敓	(敚|敓)
敕	(勅|勑|敕|倈|徠|俫|來|徕|来|耒|來)
敗	(䢙|败|敗)
敘	(叙|敍|敘)
教	(敎|教)
敚	(敓|敚)
敛	(斂|敛|歛)
敠	(敪|敠)
敦	(惇|敦)
敩	(斅|斆|敩|𢽾|鏰|镚|錋)
敪	(敠|敪)
数	(數|数|數)
敵	(敌|敵)
敷	(尃|旉|敷)
數	(数|數|數)
敺	(驅|敺|駆|駈|驱)
敻	(夐|敻)
敽	(敿|敽)
敿	(敽|敿)
斁	(𤢕|斁)
斂	(敛|歛|斂)
斃	(毙|斃)
斅	(敩|斆|𢽾|斅|鏰|镚|錋)
斆	(敩|斅|鏰|斆|𢽾|镚|錋)
文	(㒚|穩|文|稳)
斈	(學|学|斈)
斉	(齊|亝|斉|斋|齋|齐|斎)
斋	(齊|齋|亝|斉|斋|齐|斎)
斌	(彬|份|斌|分)
斍	(覺|斍|覐|覚|觉)
斎	(齋|斋|斎|齊|亝|斉|齐)
斓	(斕|斓)
斕	(斓|斕)
斗	(鬥|斗|闘|鬦|鬪|鬬|鬭)
料	(料|料)
斚	(斝|斚|檟|榎|槚)
斝	(斚|檟|斝|榎|槚)
斞	(㔱|庾|斞)
斤	(觔|斤|筋)
斥	(㡿|斥)
斩	(斬|斩)
斬	(斩|斬)
断	(斷|断)
斲	(㓸|斵|斲)
斵	(斲|㓸|斵)
斷	(断|斷)
於	(于|亏|扵|於|虧)
斾	(旆|斾)
旁	(傍|旁)
旂	(旗|旂)
旅	(旅|旅)
旆	(斾|旆)
旈	(旒|旈)
旉	(尃|敷|旉)
旒	(旈|旒)
旗	(旂|旗)
旘	(幟|帜|旘)
旛	(幡|旛)
无	(無|无|橆)
既	(旣|既)
旣	(既|旣)
旦	(蛋|旦|疍|蜑)
旧	(舊|旧)
旪	(協|勰|协|恊|旪|脅|胁|脇)
旭	(旮|旯|旭)
旮	(旭|旮|旯)
旯	(旭|旮|旯)
时	(旹|時|时)
旷	(曠|旷|昿)
旸	(暘|旸)
旹	(时|時|旹)
昂	(昻|昂)
昇	(升|昇|陞)
明	(朙|明)
昏	(昬|昏)
昒	(㫚|昒|曶)
易	(易|易)
昙	(曇|昙)
昚	(愼|慎|昚|眘)
昜	(陽|昜|氜|阳)
昝	(偺|喒|咱|昝)
映	(暎|映)
春	(萅|春)
昪	(忭|昪)
昬	(昏|昬)
是	(昰|是)
昰	(是|昰)
昵	(暱|昵)
昶	(暢|昶|畅)
昷	(𥁕|昷)
昻	(昂|昻)
昼	(晝|昼)
昽	(曨|昽)
显	(顯|显|顕)
昿	(曠|旷|昿)
晁	(朝|晁)
時	(时|旹|時)
晃	(晄|晃)
晄	(晃|晄)
晅	(烜|晅)
晉	(晋|晉)
晋	(晉|晋)
晒	(曬|晒)
晓	(曉|晓|暁)
晔	(曄|晔|曅)
晕	(暈|晕|暈)
晖	(暉|晖)
晚	(晩|晚)
晝	(昼|晝)
晡	(𣇀|晡)
晢	(晰|晢|晳)
晩	(晚|晩)
晰	(晢|晳|晰)
晳	(晰|晢|晳)
晴	(晴|晴)
晻	(暗|晻|闇)
暁	(曉|晓|暁)
暂	(暫|暂)
暈	(晕|暈|暈)
暉	(晖|暉)
暋	(忞|敃|暋)
暎	(映|暎)
暖	(娠|煖|㛛|暖|諼|谖)
暗	(晻|闇|暗)
暘	(旸|暘)
暠	(皜|𣉞|暠)
暢	(昶|畅|暢)
暦	(曆|历|厤|暦|歴|歷|曆|厲|歷|厉)
暧	(曖|暧|瞹)
暨	(曁|暨)
暫	(暂|暫)
暱	(昵|暱)
暴	(虣|暴|暴)
暸	(瞭|了|暸|了)
曁	(暨|曁)
曄	(晔|曅|曄)
曅	(曄|晔|曅)
曆	(历|厤|暦|歴|歷|曆|厲|曆|歷|厉)
曇	(昙|曇)
曉	(晓|暁|曉)
曏	(向|嚮|曏)
曖	(暧|瞹|曖)
曜	(燿|耀|曜)
曠	(旷|昿|曠)
曡	(叠|疉|疊|曡|畳|迭)
曥	(𣆐|曥)
曨	(昽|曨)
曬	(晒|曬)
曳	(拽|曵|曳)
更	(㪅|更|更)
曵	(曳|拽|曵)
曶	(㫚|昒|曶)
書	(书|書)
曹	(曺|曹)
曺	(曹|曺)
曼	(㬅|曼)
曽	(曾|曽)
曾	(曽|曾)
朁	(㬱|朁)
朂	(勗|勖|朂)
會	(会|會)
朌	(頒|朌|颁)
朐	(胊|鴝|鸜|朐|鸲)
朖	(朗|朖|朗)
朗	(朖|朗|朗)
朘	(脧|朘)
朙	(明|朙)
望	(朢|望)
朝	(晁|朝)
朞	(期|稘|朞|逞)
期	(朞|逞|期|稘)
朢	(望|朢)
朥	(𦛨|朥)
朦	(矇|蒙|朦|懞|苎|苧|薴)
朧	(矓|胧|朧|眬)
朩	(等|朩)
本	(夲|本)
札	(箚|剳|札|劄)
术	(術|术)
朳	(杷|朳)
朴	(樸|朴)
朵	(朶|朵)
朶	(朵|朶)
朸	(扐|朸)
机	(機|机)
朿	(莿|刺|朿|刾|刺|㓨)
杀	(殺|杀|殺)
杂	(雜|杂|襍|雑)
权	(權|权|権)
杆	(桿|杆)
杇	(圬|杇)
李	(李|李)
村	(邨|村)
杓	(捉|杓)
杝	(柂|杝)
杠	(槓|杠|篢)
条	(條|条|糶|粜)
来	(來|徠|来|耒|來|倈|勑|徕|俫|勅|敕)
杧	(芒|杧)
杨	(楊|杨)
杩	(榪|杩)
杯	(桮|盃|杯)
杰	(傑|杰)
東	(东|東)
杴	(锨|杴)
杷	(朳|杷)
杸	(殳|杸)
杻	(杻|杻)
松	(枀|枩|鬆|松)
板	(版|闆|板)
枀	(松|枀|枩|鬆)
极	(极|極)
构	(構|搆|构)
枏	(楠|枏|枬)
林	(林|林)
果	(菓|果)
枞	(樅|枞)
枢	(樞|枢)
枣	(棗|枣)
枥	(櫪|枥)
枧	(梘|枧)
枨	(棖|枨)
枩	(松|枀|枩|鬆)
枪	(槍|枪)
枫	(楓|枫)
枬	(楠|枏|枬)
枭	(梟|枭|鴞|鸮)
枱	(儓|檯|枱|台|臺|颱)
枴	(拐|枴)
架	(榢|架)
枾	(柹|柿|枾)
柁	(舵|柁)
柂	(杝|柂)
柄	(棅|柄)
柆	(拉|柆|拉)
柏	(孛|栢|柏)
某	(厶|某|私)
柒	(七|漆|柒|㯃|桼)
柚	(櫾|柚)
柜	(櫃|匱|柜|樻|鐀|饋|匮|餽|馈)
柠	(檸|柠)
查	(査|楂|查|揸|槎|摣)
柩	(柾|柩)
柰	(奈|柰|奈)
柳	(檉|柳|柳|柽)
柴	(茈|柴)
柵	(栅|柵)
柹	(枾|柹|柿)
査	(查|査|楂|揸|槎|摣)
柽	(檉|柳|柽|柳)
柾	(柩|柾)
柿	(枾|柹|柿)
栀	(梔|栀)
栄	(榮|栄|荣)
栅	(柵|栅)
标	(標|檁|标|檩)
栈	(棧|栈|桟)
栉	(櫛|栉)
栊	(櫳|㰍|栊)
栋	(棟|栋)
栌	(櫨|栌)
栎	(櫟|栎)
栏	(欄|栏|欄)
树	(樹|树)
栒	(簨|栒)
栖	(棲|栖)
栗	(慄|慄|栗|栗)
栛	(荔|栛|茘)
栝	(檜|栝|桧)
栢	(孛|柏|栢)
栰	(筏|栰)
样	(樣|样|様)
核	(槅|覈|核)
栾	(欒|栾|灤|滦)
桁	(航|桁)
桌	(棹|卓|掉|桌|櫂)
桑	(桒|桑)
桒	(桑|桒)
桜	(櫻|桜|樱)
桟	(棧|栈|桟)
桠	(椏|桠)
桡	(橈|桡)
桢	(楨|桢)
档	(檔|档|欓|𣗋)
桤	(榿|桤)
桥	(橋|桥)
桦	(樺|桦)
桧	(檜|栝|桧)
桨	(槳|桨)
桩	(樁|桩)
桪	(樳|桪)
桮	(杯|桮|盃)
桼	(㯃|漆|桼|柒|七)
桿	(杆|桿)
梁	(樑|梁|梁)
梅	(楳|梅)
梔	(栀|梔)
梘	(枧|梘)
條	(条|糶|條|粜)
梟	(枭|鴞|梟|鸮)
梦	(夢|夣|梦)
梨	(棃|梨|梨)
梲	(棁|棳|梲)
梹	(檳|㯽|梹|槟)
梺	(麓|梺)
梼	(檮|梼)
梾	(棶|梾)
梿	(槤|梿)
检	(檢|检|検)
棁	(梲|棁|棳)
棂	(欞|棂|櫺)
棃	(梨|棃|梨)
棄	(弃|棄)
棅	(柄|棅)
棊	(棋|碁|棊)
